Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","1663","E","Estimated value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","18099","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","49684","E","Estimated value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","8506","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01510","Potatoes","2022","2022","ha","3770","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","0113","Rice","2022","2022","ha","177108","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","260000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01444","Sesame seed","2022","2022","ha","389069","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","0114","Sorghum","2022","2022","ha","1143939","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01802","Sugar cane","2022","2022","ha","4579","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","31984","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01550","Taro","2022","2022","ha","11508","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","146","I","Imputed value",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","0111","Wheat","2022","2022","ha","646","A","Official figure",""
"QCL","Crops and livestock products","148","Chad","5312","Area harvested","01540","Yams","2022","2022","ha","48193","E","Estimated value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01211","Asparagus","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01312","Bananas","2022","2022","ha","14626","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","9764","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01655","Cinnamon and cinnamon-tree flowers, raw","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01656","Cloves (whole stems), raw","2022","2022","ha","37921","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01640","Cocoa beans","2022","2022","ha","126","E","Estimated value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01460","Coconuts, in shell","2022","2022","ha","29503","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01610","Coffee, green","2022","2022","ha","995","E","Estimated value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","188","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01315","Figs","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","5478","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","10936","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01253.01","Onions and shallots, green","2022","2022","ha","639","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","791","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","12303","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","ha","52","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","673","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01707","Pigeon peas, dry","2022","2022","ha","516","E","Estimated value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01510","Potatoes","2022","2022","ha","232","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","0113","Rice","2022","2022","ha","17","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01929.05","Sisal, raw","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","2250","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01550","Taro","2022","2022","ha","1648","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01234","Tomatoes","2022","2022","ha","1264","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01658","Vanilla, raw","2022","2022","ha","1150","I","Imputed value",""
"QCL","Crops and livestock products","174","Comoros","5312","Area harvested","01540","Yams","2022","2022","ha","5548","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01311","Avocados","2022","2022","ha","1235","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01312","Bananas","2022","2022","ha","12770","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01701","Beans, dry","2022","2022","ha","5392","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01212","Cabbages","2022","2022","ha","111","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","79","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01219.01","Cassava leaves","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","157934","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01199.90","Cereals n.e.c.","2022","2022","ha","3703","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01640","Cocoa beans","2022","2022","ha","70451","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01460","Coconuts, in shell","2022","2022","ha","827","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01610","Coffee, green","2022","2022","ha","10221","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","ha","8230","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01233","Eggplants (aubergines)","2022","2022","ha","266","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","49186","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01254","Leeks and other alliaceous vegetables","2022","2022","ha","405","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","466","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01214","Lettuce and chicory","2022","2022","ha","21","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","13000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","4911","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01449.01","Melonseed","2022","2022","ha","7698","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","0118","Millet","2022","2022","ha","15550","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01950.01","Natural rubber in primary forms","2022","2022","ha","2532","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","12658","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01239.01","Okra","2022","2022","ha","520","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","58","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01323","Oranges","2022","2022","ha","579","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","1089","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","6190","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","5600","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01317","Papayas","2022","2022","ha","225","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01705","Peas, dry","2022","2022","ha","9372","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01318","Pineapples","2022","2022","ha","1036","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01313","Plantains and cooking bananas","2022","2022","ha","11532","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01321","Pomelos and grapefruits","2022","2022","ha","317","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01510","Potatoes","2022","2022","ha","811","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","0113","Rice","2022","2022","ha","1718","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01444","Sesame seed","2022","2022","ha","605","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01215","Spinach","2022","2022","ha","112","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01801","Sugar beet","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01802","Sugar cane","2022","2022","ha","19807","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","1278","E","Estimated value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01324","Tangerines, mandarins, clementines","2022","2022","ha","651","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01234","Tomatoes","2022","2022","ha","803","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","1144","I","Imputed value",""
"QCL","Crops and livestock products","178","Congo","5312","Area harvested","01540","Yams","2022","2022","ha","3331","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01371","Almonds, in shell","2022","2022","ha","2841","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01311","Avocados","2022","2022","ha","5313","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01312","Bananas","2022","2022","ha","11918","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01701","Beans, dry","2022","2022","ha","44838","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01372","Cashew nuts, in shell","2022","2022","ha","2047271","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","1130612","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","ha","25939","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","ha","4147","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01640","Cocoa beans","2022","2022","ha","4397047","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01460","Coconuts, in shell","2022","2022","ha","40784","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01610","Coffee, green","2022","2022","ha","539000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01929.08","Coir, raw","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","4276","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","ha","2263","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01233","Eggplants (aubergines)","2022","2022","ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01193","Fonio","2022","2022","ha","14977","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01657","Ginger, raw","2022","2022","ha","536","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01290.01","Green corn (maize)","2022","2022","ha","75933","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","165000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01922.01","Jute, raw or retted","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01499.01","Karite nuts (sheanuts)","2022","2022","ha","23708","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01379.02","Kola nuts","2022","2022","ha","83171","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","575432","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","283232","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0118","Millet","2022","2022","ha","81603","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01950.01","Natural rubber in primary forms","2022","2022","ha","796204","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","400000","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01239.01","Okra","2022","2022","ha","65195","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01253.01","Onions and shallots, green","2022","2022","ha","874","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01323","Oranges","2022","2022","ha","3248","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","1675","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2022","2022","ha","3514","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","4129","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","ha","8258","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","66743","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","20218","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","ha","1117","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2022","2022","ha","40830","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","18510","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01317","Papayas","2022","2022","ha","5925","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01651","Pepper (Piper spp.), raw","2022","2022","ha","406","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01318","Pineapples","2022","2022","ha","671","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01375","Pistachios, in shell","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01313","Plantains and cooking bananas","2022","2022","ha","549434","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01321","Pomelos and grapefruits","2022","2022","ha","4474","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01510","Potatoes","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01235","Pumpkins, squash and gourds","2022","2022","ha","1976","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0113","Rice","2022","2022","ha","688201","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","420000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01444","Sesame seed","2022","2022","ha","14502","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0114","Sorghum","2022","2022","ha","103744","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","0141","Soya beans","2022","2022","ha","392","E","Estimated value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01241.01","String beans","2022","2022","ha","1513","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01802","Sugar cane","2022","2022","ha","26268","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","33489","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01550","Taro","2022","2022","ha","76139","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01234","Tomatoes","2022","2022","ha","4279","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01970","Unmanufactured tobacco","2022","2022","ha","15483","I","Imputed value",""
"QCL","Crops and livestock products","384","Côte d'Ivoire","5312","Area harvested","01540","Yams","2022","2022","ha","1400000","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01311","Avocados","2022","2022","ha","9144","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01708","Bambara beans, dry","2022","2022","ha","35043","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01312","Bananas","2022","2022","ha","215163","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0115","Barley","2022","2022","ha","1456","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01701","Beans, dry","2022","2022","ha","498924","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01212","Cabbages","2022","2022","ha","1169","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","46","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","5983908","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2022","2022","ha","10700","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01640","Cocoa beans","2022","2022","ha","37476","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01610","Coffee, green","2022","2022","ha","149614","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01706","Cow peas, dry","2022","2022","ha","184167","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01232","Cucumbers and gherkins","2022","2022","ha","93","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","ha","125237","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0142","Groundnuts, excluding shelled","2022","2022","ha","510000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01922.02","Kenaf, and other textile bast fibres, raw or retted","2022","2022","ha","9746","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01322","Lemons and limes","2022","2022","ha","455","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01214","Lettuce and chicory","2022","2022","ha","371","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","2970726","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01316","Mangoes, guavas and mangosteens","2022","2022","ha","17528","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01449.01","Melonseed","2022","2022","ha","101385","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0118","Millet","2022","2022","ha","73289","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01950.01","Natural rubber in primary forms","2022","2022","ha","23573","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0117","Oats","2022","2022","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","348146","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","10658","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01323","Oranges","2022","2022","ha","10726","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01241.90","Other beans, green","2022","2022","ha","1060","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","11274","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","54027","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01709.90","Other pulses n.e.c.","2022","2022","ha","26805","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","ha","5453","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2022","2022","ha","65589","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01317","Papayas","2022","2022","ha","12355","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01705","Peas, dry","2022","2022","ha","3641","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01707","Pigeon peas, dry","2022","2022","ha","11167","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01318","Pineapples","2022","2022","ha","7735","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01313","Plantains and cooking bananas","2022","2022","ha","1086253","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01321","Pomelos and grapefruits","2022","2022","ha","612","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01510","Potatoes","2022","2022","ha","23272","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01235","Pumpkins, squash and gourds","2022","2022","ha","2849","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0113","Rice","2022","2022","ha","1888472","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01921.01","Seed cotton, unginned","2022","2022","ha","73396","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01444","Sesame seed","2022","2022","ha","10573","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01929.05","Sisal, raw","2022","2022","ha","0","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0114","Sorghum","2022","2022","ha","13000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0141","Soya beans","2022","2022","ha","51000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01802","Sugar cane","2022","2022","ha","52904","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01530","Sweet potatoes","2022","2022","ha","117919","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01550","Taro","2022","2022","ha","18662","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01620","Tea leaves","2022","2022","ha","26449","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","01234","Tomatoes","2022","2022","ha","6781","I","Imputed value",""
